logFC	P.Value	tf	DMSO	FOXA1	p_adjusted	sig
-1.97020865053479	0.403309380849759	HOMEZ	-2.72223959083955	-4.69244824137434	0.814607690675558	NS
-0.857170129963054	0.750284618195831	IRX3	-3.68943444976933	-4.54660457973239	0.879867706534979	NS
-0.962116960509366	0.486729824993405	RANDOM2_2_hBGm	-3.6172230955867	-4.57934005609607	0.83792916703855	NS
0.94034711064983	0.353235230388875	RANDOM3_2_hBGm	-3.15703126012493	-2.2166841494751	0.802468377289806	NS
0.641067222751088	0.494548821120497	RANDOM1_2_hBGm	-3.65000342547463	-3.00893620272354	0.83792916703855	NS
-0.954429543536861	0.532889894588358	TCF7L2	-3.61206704381873	-4.5664965873556	0.852623831341373	NS
0.706891653881172	0.554722289436157	RANDOM2_3_hBGm	-2.76989377083047	-2.06300211694929	0.865907963997903	NS
0.287876536668772	0.775404303802433	RANDOM1_3_hBGm	-3.70250825331986	-3.41463171665109	0.879867706534979	NS
-0.189582073627125	0.783632176132716	RANDOM1_1_hBGm	-3.54383487707112	-3.73341695069825	0.879867706534979	NS
0.395950757052385	0.661644467116483	IRF3	0.597388453054996	0.993339210107381	0.874503304760117	NS
0.114072367765674	0.922431554139657	RANDOM3_1_hBGm	-2.97501993726756	-2.86094756950189	0.929694794723434	NS
-0.290826617457077	0.594624407774688	GBX2	-2.29563431911824	-2.58646093657531	0.867594156169976	NS
0.474864755055481	0.49907239438188	SMAD4	-3.19776831543854	-2.72290356038306	0.83792916703855	NS
0.582452521147471	0.49420093689907	RANDOM3_3_hBGm	-4.82967946677737	-4.2472269456299	0.83792916703855	NS
0.183287174875074	0.913810736038275	NEUROG2	-4.07014430513859	-3.88685713026352	0.928315668356343	NS
0.112998944820508	0.7534693789266	NFE2L2	2.82641300904672	2.93941195386723	0.879867706534979	NS
-0.224440165388974	0.876118460746629	RANDOM2_1_hBGm	-3.16122970807904	-3.38566987346802	0.911733032321695	NS
3.12156612204144	0.00112926351276997	RFX1	-5.06096220583365	-1.93939608379221	0.0240909549390926	NS
-0.840204055525572	0.693285473111443	SOX9	-1.32006752412978	-2.16027157965535	0.878619213448166	NS
1.0634175802807	0.234895337677132	RANDOM1_1_Random	-1.14783802137161	-0.084420441090908	0.661032899317074	NS
-0.426613490363306	0.77171285403012	MEF2A	-2.20838883505231	-2.63500232541562	0.879867706534979	NS
0.527787722454797	0.673850762066417	FOXO1	-1.96454137556756	-1.43675365311277	0.874503304760117	NS
-0.267888937757307	0.759444359606089	RANDOM2_1_Random	-1.61509638561254	-1.88298532336984	0.879867706534979	NS
-0.227665634879461	0.667002340026888	RANDOM3_1_Random	1.75783184382226	1.5301662089428	0.874503304760117	NS
