tf,condition,primetime_logFC,chromVAR_dif,primetime_sign,chromVAR_sign,primetime_pval_adj,chromVAR_pval_adj
FOS::JUN,Forskolin,1.12044845768536,0.04882758024998054,Upregulated,NS,9.17139827147474e-9,0.3903622578373288
FOS::JUN,Heat_shock,-0.398438635667955,0.04167161565039499,Downregulated,NS,0.00293358945862256,0.08185427620216741
FOS::JUN,LIF_removal_1h,-0.0260806660873941,-0.007649049513153674,NS,NS,0.978707603082499,0.9968723756132148
FOS::JUN,LIF_removal_3h,0.152556178427574,-5.142759334205681e-4,NS,NS,0.672542266954426,0.9999437632103492
FOS::JUN,LIF_removal_6h,0.147505674362091,-0.0036211395650689315,NS,NS,0.533305518051098,0.9953257592195215
FOS::JUN,mNPC_differentiation,0.266860832328691,0.14867746411073518,NS,Upregulated,0.104618051209122,3.8428154228753034e-8
FOS::JUN,TFCP2L1_knockdown,0.0975641765893717,0.002412542236765602,NS,NS,0.592241145386977,0.9765281402677468
FOSL1,Chiron_removal,0.0168070313054625,-0.01571575939294851,NS,NS,0.948826322066587,0.5417312415800232
FOSL1,FOXA1_overexpression,0.825015290575286,0.0024457560867509123,NS,NS,0.279449248096178,0.9411820003503509
FOSL1,LIF_removal_24h,-0.177279582511632,-0.0032271571007676334,NS,NS,0.682813233196246,0.8976242948584172
FOSL1,POU5F1_degradation,0.579649036171998,0.053888036853037176,NS,Upregulated,0.0891896047848227,2.2667593723486564e-4
FOSL1,SOX2_degradation,-0.376975537288597,0.05536829658284349,NS,Upregulated,0.119127476246147,8.701882747166977e-5
FOSL1,Serum,-0.247089032103281,-0.0026057513010641353,NS,NS,0.0694905416572889,0.9620263281339205
FOSL1,Forskolin,0.302902689126288,0.014836331239356963,NS,NS,0.0837247666781763,0.7910054387703824
FOSL1,Heat_shock,-0.40678105125794,0.01577324215918549,Downregulated,NS,0.00630159153581901,0.36076423147448716
FOSL1,LIF_removal_1h,0.0211051706680508,-0.0046532244917364095,NS,NS,0.986010299900544,0.9968723756132148
FOSL1,LIF_removal_3h,0.0147365683655697,0.009567590059372365,NS,NS,0.984763658191153,0.9999437632103492
FOSL1,LIF_removal_6h,0.086530235495075,0.009508156531700573,NS,NS,0.678563577410635,0.9953257592195215
FOSL1,mNPC_differentiation,-0.310015456048974,0.026540213111656948,NS,NS,0.065289096231956,0.05950974163464184
FOSL1,TFCP2L1_knockdown,0.0681248384757365,0.01322717991902317,NS,NS,0.758442033547021,0.9505540340835739
FOXA1,Chiron_removal,-0.346189813155033,0.014583242201255045,NS,NS,0.843494006530403,0.1850471092660181
FOXA1,FOXA1_overexpression,3.99358818535591,0.20350038050664224,Upregulated,Upregulated,0.00635746711040553,7.294928013119003e-16
FOXA1,LIF_removal_24h,-0.653446653685081,0.020897743360154125,NS,Upregulated,0.31857278348172,0.023582231993121313
FOXA1,POU5F1_degradation,0.580792003512075,-0.009175465138402707,NS,NS,0.505634085049571,0.20163704142946526
FOXA1,SOX2_degradation,0.487842108757551,-0.015759478512544937,NS,Downregulated,0.336249942457815,0.02482889918065405
FOXA1,Serum,0.0909715015079399,-0.009133665997123142,NS,NS,0.78387486156696,0.7421052894460682
FOXA1,Forskolin,0.164827120004693,0.007733726104524296,NS,NS,0.664735117957934,0.8001196145225992
FOXA1,Heat_shock,0.722545540963071,-0.0037486532498965316,NS,NS,0.0153740181176103,0.7462375046093819
FOXA1,LIF_removal_1h,0.400334211661059,-0.0015083711034979963,NS,NS,0.821903708456973,0.9968723756132148
FOXA1,LIF_removal_3h,0.121952163601968,-0.002660809088592288,NS,NS,0.910647543770054,0.9999437632103492
FOXA1,LIF_removal_6h,0.181950656828904,4.238344371864933e-4,NS,NS,0.638265149569028,0.9953257592195215
FOXA1,mNPC_differentiation,1.0395435925083,0.06652748182165612,Upregulated,Upregulated,4.8554946919289e-4,3.1603733851328493e-9
FOXA1,TFCP2L1_knockdown,0.159525779289953,-0.0015536735487882217,NS,NS,0.616641025748658,0.9595895764557512
