"reporter_id","promoter","library","gcf","cell","condition","stimulation","reference_condition","target","effect_size","off_target","tf","spacing","distance","background","commercial_reporter","neg_ctrls","hPGK","native_enhancer","rand_promoter","tf_target","reporter_activity_minP","reporter_dif_minP","reporter_activity_minP_gcf","reporter_activity_neg","reference_activity_gcf","reference_activity_minP"
"NFKB1_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1","5bp","21bp",3,"No","No","No","No","No",0,33.5210269829634,0.0275939805442178,33.5210269829634,23.8500816971539,4.95889686245282,4.95889686245282
"NFKB1_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1","5bp","21bp",3,"No","No","No","No","No",NA,31.3548432741481,NA,31.3548432741481,27.4734723440516,NA,NA
"NFKB1_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1","5bp","21bp",1,"No","No","No","No","No",0,13.7275085310654,0.489560286266657,13.7275085310654,9.96180010442377,3.24599294553688,3.24599294553688
"NFKB1_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1","5bp","21bp",1,"No","No","No","No","No",NA,9.92496745010416,NA,9.92496745010416,5.85153219545586,NA,NA
"NFKB1_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1","5bp","21bp",2,"No","No","No","No","No",0,7.51815042124394,0.458621270011106,7.51815042124394,0.708919795478303,2.4421546207841,2.4421546207841
"NFKB1_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1","5bp","21bp",2,"No","No","No","No","No",NA,5.6093634350086,NA,5.6093634350086,1.03491331247249,NA,NA
"NFKB1_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1","5bp","21bp",3,"No","No","No","No","No",0,9.25526150860753,0.574712811280611,9.25526150860753,7.15706806039105,2.59788669898999,2.59788669898999
"NFKB1_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1","5bp","21bp",3,"No","No","No","No","No",NA,6.44306503405411,NA,6.44306503405411,8.91614754154956,NA,NA
"NFKB1_neg_10bp_10bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.43868819254273,NA,1.43868819254273,NA,NA,NA
"NFKB1_neg_10bp_10bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.16994926828529,NA,1.16994926828529,NA,NA,NA
"NFKB1_neg_10bp_10bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.984650089913096,NA,0.984650089913096,NA,NA,NA
"NFKB1_neg_10bp_10bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,1.03740304281667,NA,1.03740304281667,NA,NA,NA
"NFKB1_neg_10bp_10bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.35216683625206,NA,1.35216683625206,NA,NA,NA
"NFKB1_neg_10bp_10bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,0.637532148045218,NA,0.637532148045218,NA,NA,NA
"NFKB1_neg_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.56564187149176,NA,1.56564187149176,NA,NA,NA
"NFKB1_neg_10bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,3.2164631755031,NA,3.2164631755031,NA,NA,NA
"NFKB1_neg_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.853044477040102,NA,0.853044477040102,NA,NA,NA
"NFKB1_neg_10bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.943247809921083,NA,0.943247809921083,NA,NA,NA
"NFKB1_neg_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,0.897461537524065,NA,0.897461537524065,NA,NA,NA
"NFKB1_neg_10bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.05405668012118,NA,1.05405668012118,NA,NA,NA
"NFKB1_neg_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.35400641748208,NA,1.35400641748208,NA,NA,NA
"NFKB1_neg_10bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",1,"No","Yes","No","No","No",NA,1.02537484894965,NA,1.02537484894965,NA,NA,NA
"NFKB1_neg_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,1.30831750490658,NA,1.30831750490658,NA,NA,NA
"NFKB1_neg_10bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",2,"No","Yes","No","No","No",NA,0.845490249040102,NA,0.845490249040102,NA,NA,NA
"NFKB1_neg_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,0.750748580280287,NA,0.750748580280287,NA,NA,NA
"NFKB1_neg_10bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","10bp",3,"No","Yes","No","No","No",NA,1.02183291707846,NA,1.02183291707846,NA,NA,NA
"NFKB1_neg_10bp_21bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.943946503963447,NA,0.943946503963447,NA,NA,NA
"NFKB1_neg_10bp_21bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.578427431559194,NA,0.578427431559194,NA,NA,NA
"NFKB1_neg_10bp_21bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,1.20096389723189,NA,1.20096389723189,NA,NA,NA
"NFKB1_neg_10bp_21bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,0.504022287830137,NA,0.504022287830137,NA,NA,NA
"NFKB1_neg_10bp_21bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,5.11826146084801,NA,5.11826146084801,NA,NA,NA
"NFKB1_neg_10bp_21bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,3.4663641253851,NA,3.4663641253851,NA,NA,NA
"NFKB1_neg_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,1.26461490518937,NA,1.26461490518937,NA,NA,NA
"NFKB1_neg_10bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.760260373196543,NA,0.760260373196543,NA,NA,NA
"NFKB1_neg_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,2.49467948684176,NA,2.49467948684176,NA,NA,NA
"NFKB1_neg_10bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,4.01031102096011,NA,4.01031102096011,NA,NA,NA
"NFKB1_neg_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,1.11454979116926,NA,1.11454979116926,NA,NA,NA
"NFKB1_neg_10bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,0.753213498688593,NA,0.753213498688593,NA,NA,NA
"NFKB1_neg_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,1.25258586461174,NA,1.25258586461174,NA,NA,NA
"NFKB1_neg_10bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","No",NA,0.685070758940495,NA,0.685070758940495,NA,NA,NA
"NFKB1_neg_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,0.687080428719981,NA,0.687080428719981,NA,NA,NA
"NFKB1_neg_10bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",2,"No","Yes","No","No","No",NA,0.867442401736242,NA,0.867442401736242,NA,NA,NA
"NFKB1_neg_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,1.01659532140834,NA,1.01659532140834,NA,NA,NA
"NFKB1_neg_10bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",3,"No","Yes","No","No","No",NA,0.858037562772596,NA,0.858037562772596,NA,NA,NA
"NFKB1_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,0.617695668912022,NA,0.617695668912022,NA,NA,NA
"NFKB1_neg_10bp_21bp_Random_1","Random","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","10bp","21bp",1,"No","Yes","No","No","Yes",NA,0.973167749982117,NA,0.973167749982117,NA,NA,NA
"NFKB1_neg_5bp_10bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.884850524040255,NA,0.884850524040255,NA,NA,NA
"NFKB1_neg_5bp_10bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.806878071913493,NA,0.806878071913493,NA,NA,NA
"NFKB1_neg_5bp_10bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,4.1669010816489,NA,4.1669010816489,NA,NA,NA
"NFKB1_neg_5bp_10bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.29779506524335,NA,1.29779506524335,NA,NA,NA
"NFKB1_neg_5bp_10bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,0.571372347947046,NA,0.571372347947046,NA,NA,NA
"NFKB1_neg_5bp_10bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,0.646922034941571,NA,0.646922034941571,NA,NA,NA
"NFKB1_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.385471180983725,NA,0.385471180983725,NA,NA,NA
"NFKB1_neg_5bp_10bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,0.70011514094436,NA,0.70011514094436,NA,NA,NA
"NFKB1_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.37161549497848,NA,1.37161549497848,NA,NA,NA
"NFKB1_neg_5bp_10bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.21908296740721,NA,1.21908296740721,NA,NA,NA
"NFKB1_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,0.688659033885827,NA,0.688659033885827,NA,NA,NA
"NFKB1_neg_5bp_10bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.00814412651572,NA,1.00814412651572,NA,NA,NA
"NFKB1_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,2.19778551515603,NA,2.19778551515603,NA,NA,NA
"NFKB1_neg_5bp_10bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",1,"No","Yes","No","No","No",NA,1.91469244179707,NA,1.91469244179707,NA,NA,NA
"NFKB1_neg_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,3.11695906432749,NA,3.11695906432749,NA,NA,NA
"NFKB1_neg_5bp_10bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",2,"No","Yes","No","No","No",NA,1.22478911564626,NA,1.22478911564626,NA,NA,NA
"NFKB1_neg_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.5523823234522,NA,1.5523823234522,NA,NA,NA
"NFKB1_neg_5bp_10bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","10bp",3,"No","Yes","No","No","No",NA,1.09438873047506,NA,1.09438873047506,NA,NA,NA
"NFKB1_neg_5bp_21bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,0.476952475225819,NA,0.476952475225819,NA,NA,NA
"NFKB1_neg_5bp_21bp_hBGm_1","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,0.687270760694737,NA,0.687270760694737,NA,NA,NA
"NFKB1_neg_5bp_21bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,1.1774950260492,NA,1.1774950260492,NA,NA,NA
"NFKB1_neg_5bp_21bp_hBGm_2","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,2.06121636983706,NA,2.06121636983706,NA,NA,NA
"NFKB1_neg_5bp_21bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,2.57040642967894,NA,2.57040642967894,NA,NA,NA
"NFKB1_neg_5bp_21bp_hBGm_3","hBGm","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.29738087402703,NA,1.29738087402703,NA,NA,NA
"NFKB1_neg_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,4.83783975345366,NA,4.83783975345366,NA,NA,NA
"NFKB1_neg_5bp_21bp_mCMV_1","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,4.33028928499751,NA,4.33028928499751,NA,NA,NA
"NFKB1_neg_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,1.20457997052177,NA,1.20457997052177,NA,NA,NA
"NFKB1_neg_5bp_21bp_mCMV_2","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,0.766648126410356,NA,0.766648126410356,NA,NA,NA
"NFKB1_neg_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.38560689738118,NA,1.38560689738118,NA,NA,NA
"NFKB1_neg_5bp_21bp_mCMV_3","mCMV","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.2036024097383,NA,1.2036024097383,NA,NA,NA
"NFKB1_neg_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,1.81994600203482,NA,1.81994600203482,NA,NA,NA
"NFKB1_neg_5bp_21bp_minP_1","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",1,"No","Yes","No","No","No",NA,1.1979868246747,NA,1.1979868246747,NA,NA,NA
"NFKB1_neg_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,11.4182089337928,NA,11.4182089337928,NA,NA,NA
"NFKB1_neg_5bp_21bp_minP_2","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",2,"No","Yes","No","No","No",NA,3.69032335907336,NA,3.69032335907336,NA,NA,NA
"NFKB1_neg_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2_CDCA","pathway","HepG2","NR1H4::RXRA",1,"NR4A2::RXRA, NR1H2, RARA, RARA:RXRA, RORA, RXRA, NR1I2, THRA, THRB, NR4A1, ESRRB","NFKB1_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,1.3764091960412,NA,1.3764091960412,NA,NA,NA
"NFKB1_neg_5bp_21bp_minP_3","minP","1+2","gcf7785","HepG2","HepG2",NA,NA,NA,NA,NA,"NFKB1_neg","5bp","21bp",3,"No","Yes","No","No","No",NA,0.850010241520916,NA,0.850010241520916,NA,NA,NA
